Scheme Name,Date,NAV
Beta Bond Fund,2018-08-08,98.7932
Beta Bond Fund,2018-08-09,98.418
Beta Bond Fund,2018-08-10,98.6737
Beta Bond Fund,2018-08-11,99.6347
Beta Bond Fund,2018-08-12,100.3274
Beta Bond Fund,2018-08-13,101.144
Beta Bond Fund,2018-08-14,100.9084
Beta Bond Fund,2018-08-15,100.4336
Beta Bond Fund,2018-08-16,100.3907
Beta Bond Fund,2018-08-17,100.4386
Beta Bond Fund,2018-08-18,101.0057
Beta Bond Fund,2018-08-19,100.1795
Beta Bond Fund,2018-08-20,100.9642
Beta Bond Fund,2018-08-21,100.9052
Beta Bond Fund,2018-08-22,100.7118
Beta Bond Fund,2018-08-23,100.2257
Beta Bond Fund,2018-08-24,99.4183
Beta Bond Fund,2018-08-25,99.8499
Beta Bond Fund,2018-08-26,99.9066
Beta Bond Fund,2018-08-27,99.2816
Beta Bond Fund,2018-08-28,98.654
Beta Bond Fund,2018-08-29,98.5061
Beta Bond Fund,2018-08-30,99.3607
Beta Bond Fund,2018-08-31,99.2509
Beta Bond Fund,2018-09-01,98.5193
Beta Bond Fund,2018-09-02,98.4164
Beta Bond Fund,2018-09-03,98.3001
Beta Bond Fund,2018-09-04,96.9716
Beta Bond Fund,2018-09-05,96.9645
Beta Bond Fund,2018-09-06,96.869
Beta Bond Fund,2018-09-07,97.2371
Beta Bond Fund,2018-09-08,98.1816
Beta Bond Fund,2018-09-09,98.7649
Beta Bond Fund,2018-09-10,98.6504
Beta Bond Fund,2018-09-11,98.1172
Beta Bond Fund,2018-09-12,99.4238
Beta Bond Fund,2018-09-13,99.4734
Beta Bond Fund,2018-09-14,99.5004
Beta Bond Fund,2018-09-15,99.5083
Beta Bond Fund,2018-09-16,99.6274
Beta Bond Fund,2018-09-17,99.5752
Beta Bond Fund,2018-09-18,99.3084
Beta Bond Fund,2018-09-19,99.0549
Beta Bond Fund,2018-09-20,99.0586
Beta Bond Fund,2018-09-21,98.8069
Beta Bond Fund,2018-09-22,98.4704
Beta Bond Fund,2018-09-23,98.5437
Beta Bond Fund,2018-09-24,98.4362
Beta Bond Fund,2018-09-25,99.2082
Beta Bond Fund,2018-09-26,97.9027
Beta Bond Fund,2018-09-27,98.4684
Beta Bond Fund,2018-09-28,99.1115
Beta Bond Fund,2018-09-29,98.0948
Beta Bond Fund,2018-09-30,97.9434
Beta Bond Fund,2018-10-01,97.7777
Beta Bond Fund,2018-10-02,97.094
Beta Bond Fund,2018-10-03,96.725
Beta Bond Fund,2018-10-04,96.1898
Beta Bond Fund,2018-10-05,97.0859
Beta Bond Fund,2018-10-06,97.5737
Beta Bond Fund,2018-10-07,98.2295
Beta Bond Fund,2018-10-08,98.6103
Beta Bond Fund,2018-10-09,98.0658
Beta Bond Fund,2018-10-10,97.8236
Beta Bond Fund,2018-10-11,98.0882
Beta Bond Fund,2018-10-12,97.4972
Beta Bond Fund,2018-10-13,97.8737
Beta Bond Fund,2018-10-14,97.7735
Beta Bond Fund,2018-10-15,97.6061
Beta Bond Fund,2018-10-16,97.9816
Beta Bond Fund,2018-10-17,98.2237
Beta Bond Fund,2018-10-18,98.0632
Beta Bond Fund,2018-10-19,98.6629
Beta Bond Fund,2018-10-20,98.1424
Beta Bond Fund,2018-10-21,98.4703
Beta Bond Fund,2018-10-22,98.7869
Beta Bond Fund,2018-10-23,98.6521
Beta Bond Fund,2018-10-24,98.8352
Beta Bond Fund,2018-10-25,98.2296
Beta Bond Fund,2018-10-26,98.7116
Beta Bond Fund,2018-10-27,98.6392
Beta Bond Fund,2018-10-28,98.3978
Beta Bond Fund,2018-10-29,98.9423
Beta Bond Fund,2018-10-30,98.6102
Beta Bond Fund,2018-10-31,97.9259
Beta Bond Fund,2018-11-01,97.1676
Beta Bond Fund,2018-11-02,97.4906
Beta Bond Fund,2018-11-03,96.8704
Beta Bond Fund,2018-11-04,97.7678
Beta Bond Fund,2018-11-05,96.7468
Beta Bond Fund,2018-11-06,97.6151
Beta Bond Fund,2018-11-07,97.7406
Beta Bond Fund,2018-11-08,97.7122
Beta Bond Fund,2018-11-09,97.4598
Beta Bond Fund,2018-11-10,97.6793
Beta Bond Fund,2018-11-11,97.6805
Beta Bond Fund,2018-11-12,98.2522
Beta Bond Fund,2018-11-13,98.3293
Beta Bond Fund,2018-11-14,98.4244
Beta Bond Fund,2018-11-15,98.2626
Beta Bond Fund,2018-11-16,98.2541
Beta Bond Fund,2018-11-17,98.428
Beta Bond Fund,2018-11-18,97.593
Beta Bond Fund,2018-11-19,96.9389
Beta Bond Fund,2018-11-20,97.3305
Beta Bond Fund,2018-11-21,97.4359
Beta Bond Fund,2018-11-22,97.3639
Beta Bond Fund,2018-11-23,97.3932
Beta Bond Fund,2018-11-24,97.587
Beta Bond Fund,2018-11-25,97.3371
Beta Bond Fund,2018-11-26,96.9679
Beta Bond Fund,2018-11-27,97.0858
Beta Bond Fund,2018-11-28,96.6167
Beta Bond Fund,2018-11-29,96.8408
Beta Bond Fund,2018-11-30,96.0095
Beta Bond Fund,2018-12-01,96.5441
Beta Bond Fund,2018-12-02,96.8004
Beta Bond Fund,2018-12-03,96.9484
Beta Bond Fund,2018-12-04,97.4597
Beta Bond Fund,2018-12-05,98.3125
Beta Bond Fund,2018-12-06,98.8396
Beta Bond Fund,2018-12-07,97.9392
Beta Bond Fund,2018-12-08,97.3194
Beta Bond Fund,2018-12-09,97.027
Beta Bond Fund,2018-12-10,97.0601
Beta Bond Fund,2018-12-11,97.3389
Beta Bond Fund,2018-12-12,96.996
Beta Bond Fund,2018-12-13,97.1094
Beta Bond Fund,2018-12-14,96.7517
Beta Bond Fund,2018-12-15,96.466
Beta Bond Fund,2018-12-16,95.7826
Beta Bond Fund,2018-12-17,95.341
Beta Bond Fund,2018-12-18,94.6852
Beta Bond Fund,2018-12-19,94.2172
Beta Bond Fund,2018-12-20,94.764
Beta Bond Fund,2018-12-21,94.3093
Beta Bond Fund,2018-12-22,95.6455
Beta Bond Fund,2018-12-23,95.9122
Beta Bond Fund,2018-12-24,96.0246
Beta Bond Fund,2018-12-25,95.6154
Beta Bond Fund,2018-12-26,95.9856
Beta Bond Fund,2018-12-27,95.7178
Beta Bond Fund,2018-12-28,95.7988
Beta Bond Fund,2018-12-29,97.0988
Beta Bond Fund,2018-12-30,97.0708
Beta Bond Fund,2018-12-31,97.6654
Beta Bond Fund,2019-01-01,97.3338
Beta Bond Fund,2019-01-02,97.3363
Beta Bond Fund,2019-01-03,98.2417
Beta Bond Fund,2019-01-04,97.9483
Beta Bond Fund,2019-01-05,98.8745
Beta Bond Fund,2019-01-06,99.2484
Beta Bond Fund,2019-01-07,98.9871
Beta Bond Fund,2019-01-08,99.3233
Beta Bond Fund,2019-01-09,99.8296
Beta Bond Fund,2019-01-10,100.1605
Beta Bond Fund,2019-01-11,99.3954
Beta Bond Fund,2019-01-12,99.0518
Beta Bond Fund,2019-01-13,98.9481
Beta Bond Fund,2019-01-14,98.9309
Beta Bond Fund,2019-01-15,99.2612
Beta Bond Fund,2019-01-16,99.37
Beta Bond Fund,2019-01-17,98.7224
Beta Bond Fund,2019-01-18,98.9325
Beta Bond Fund,2019-01-19,99.2578
Beta Bond Fund,2019-01-20,99.5577
Beta Bond Fund,2019-01-21,100.118
Beta Bond Fund,2019-01-22,100.555
Beta Bond Fund,2019-01-23,100.8046
Beta Bond Fund,2019-01-24,100.7895
Beta Bond Fund,2019-01-25,99.979
Beta Bond Fund,2019-01-26,100.2138
Beta Bond Fund,2019-01-27,100.3377
Beta Bond Fund,2019-01-28,100.4935
Beta Bond Fund,2019-01-29,99.8751
Beta Bond Fund,2019-01-30,99.3546
Beta Bond Fund,2019-01-31,99.9012
Beta Bond Fund,2019-02-01,99.9014
Beta Bond Fund,2019-02-02,100.2621
Beta Bond Fund,2019-02-03,100.2963
Beta Bond Fund,2019-02-04,100.3312
Gamma Hybrid Fund,2018-01-01,100.4891
Gamma Hybrid Fund,2018-01-02,100.2511
Gamma Hybrid Fund,2018-01-03,100.3192
Gamma Hybrid Fund,2018-01-04,100.108
Gamma Hybrid Fund,2018-01-05,99.9108
Gamma Hybrid Fund,2018-01-06,99.7762
Gamma Hybrid Fund,2018-01-07,99.9073
Gamma Hybrid Fund,2018-01-08,99.6879
Gamma Hybrid Fund,2018-01-09,100.3358
Gamma Hybrid Fund,2018-01-10,99.9085
Gamma Hybrid Fund,2018-01-11,99.835
Gamma Hybrid Fund,2018-01-12,99.6352
Gamma Hybrid Fund,2018-01-13,100.3787
Gamma Hybrid Fund,2018-01-14,100.4969
Gamma Hybrid Fund,2018-01-15,101.0329
Gamma Hybrid Fund,2018-01-16,100.3101
Gamma Hybrid Fund,2018-01-17,100.4636
Gamma Hybrid Fund,2018-01-18,100.9284
Gamma Hybrid Fund,2018-01-19,100.9896
Gamma Hybrid Fund,2018-01-20,101.5423
Gamma Hybrid Fund,2018-01-21,101.3037
Gamma Hybrid Fund,2018-01-22,102.0283
Gamma Hybrid Fund,2018-01-23,103.1978
Gamma Hybrid Fund,2018-01-24,103.0364
Gamma Hybrid Fund,2018-01-25,102.8336
Gamma Hybrid Fund,2018-01-26,103.5803
Gamma Hybrid Fund,2018-01-27,104.3901
Gamma Hybrid Fund,2018-01-28,104.1487
Gamma Hybrid Fund,2018-01-29,103.9586
Gamma Hybrid Fund,2018-01-30,103.8377
Gamma Hybrid Fund,2018-01-31,103.1855
Gamma Hybrid Fund,2018-02-01,102.7461
Gamma Hybrid Fund,2018-02-02,102.2641
Gamma Hybrid Fund,2018-02-03,101.9002
Gamma Hybrid Fund,2018-02-04,101.9028
Gamma Hybrid Fund,2018-02-05,102.0399
Gamma Hybrid Fund,2018-02-06,102.8352
Gamma Hybrid Fund,2018-02-07,102.356
Gamma Hybrid Fund,2018-02-08,102.8682
Gamma Hybrid Fund,2018-02-09,102.7812
Gamma Hybrid Fund,2018-02-10,102.7764
Gamma Hybrid Fund,2018-02-11,103.1338
Gamma Hybrid Fund,2018-02-12,102.5925
Gamma Hybrid Fund,2018-02-13,102.8037
Gamma Hybrid Fund,2018-02-14,102.9069
Gamma Hybrid Fund,2018-02-15,103.1731
Gamma Hybrid Fund,2018-02-16,103.3377
Gamma Hybrid Fund,2018-02-17,104.5854
Gamma Hybrid Fund,2018-02-18,104.2865
Gamma Hybrid Fund,2018-02-19,104.041
Gamma Hybrid Fund,2018-02-20,103.7494
Gamma Hybrid Fund,2018-02-21,103.4917
Gamma Hybrid Fund,2018-02-22,103.193
Gamma Hybrid Fund,2018-02-23,103.8075
Gamma Hybrid Fund,2018-02-24,104.5378
Gamma Hybrid Fund,2018-02-25,104.2724
Gamma Hybrid Fund,2018-02-26,103.8762
Gamma Hybrid Fund,2018-02-27,104.1319
Gamma Hybrid Fund,2018-02-28,103.8758
Gamma Hybrid Fund,2018-03-01,104.2123
Gamma Hybrid Fund,2018-03-02,104.3337
Gamma Hybrid Fund,2018-03-03,103.5959
Gamma Hybrid Fund,2018-03-04,104.3896
Gamma Hybrid Fund,2018-03-05,105.3075
Gamma Hybrid Fund,2018-03-06,105.0212
Gamma Hybrid Fund,2018-03-07,104.8473
Gamma Hybrid Fund,2018-03-08,105.0102
Gamma Hybrid Fund,2018-03-09,105.1975
Gamma Hybrid Fund,2018-03-10,105.5467
Gamma Hybrid Fund,2018-03-11,106.5718
Gamma Hybrid Fund,2018-03-12,106.5034
Gamma Hybrid Fund,2018-03-13,106.1242
Gamma Hybrid Fund,2018-03-14,105.4546
Gamma Hybrid Fund,2018-03-15,105.1091
Gamma Hybrid Fund,2018-03-16,105.1125
Gamma Hybrid Fund,2018-03-17,106.0298
Gamma Hybrid Fund,2018-03-18,105.791
Gamma Hybrid Fund,2018-03-19,105.9229
Gamma Hybrid Fund,2018-03-20,105.9347
Gamma Hybrid Fund,2018-03-21,106.5489
Gamma Hybrid Fund,2018-03-22,107.8323
Gamma Hybrid Fund,2018-03-23,107.5869
Gamma Hybrid Fund,2018-03-24,107.3622
Gamma Hybrid Fund,2018-03-25,107.9043
Gamma Hybrid Fund,2018-03-26,108.2652
Gamma Hybrid Fund,2018-03-27,109.2086
Gamma Hybrid Fund,2018-03-28,109.5205
Gamma Hybrid Fund,2018-03-29,109.3609
Gamma Hybrid Fund,2018-03-30,109.6762
Gamma Hybrid Fund,2018-03-31,110.2506
Gamma Hybrid Fund,2018-04-01,110.6808
Gamma Hybrid Fund,2018-04-02,110.9544
Gamma Hybrid Fund,2018-04-03,111.5078
Gamma Hybrid Fund,2018-04-04,112.1124
Gamma Hybrid Fund,2018-04-05,112.8235
Gamma Hybrid Fund,2018-04-06,113.1679
Gamma Hybrid Fund,2018-04-07,113.1043
Gamma Hybrid Fund,2018-04-08,113.1977
Gamma Hybrid Fund,2018-04-09,113.8209
Gamma Hybrid Fund,2018-04-10,113.4325
Gamma Hybrid Fund,2018-04-11,113.6368
Gamma Hybrid Fund,2018-04-12,113.4601
Gamma Hybrid Fund,2018-04-13,113.4945
Gamma Hybrid Fund,2018-04-14,114.1537
Gamma Hybrid Fund,2018-04-15,114.2693
Gamma Hybrid Fund,2018-04-16,114.3125
Gamma Hybrid Fund,2018-04-17,113.6526
Gamma Hybrid Fund,2018-04-18,114.0457
Gamma Hybrid Fund,2018-04-19,114.3884
Gamma Hybrid Fund,2018-04-20,115.4901
Gamma Hybrid Fund,2018-04-21,115.3562
Gamma Hybrid Fund,2018-04-22,115.4857
Gamma Hybrid Fund,2018-04-23,115.6304
Gamma Hybrid Fund,2018-04-24,116.4392
Gamma Hybrid Fund,2018-04-25,116.4115
Gamma Hybrid Fund,2018-04-26,116.571
Gamma Hybrid Fund,2018-04-27,116.895
Gamma Hybrid Fund,2018-04-28,117.0083
Gamma Hybrid Fund,2018-04-29,116.8051
Gamma Hybrid Fund,2018-04-30,116.9221
Gamma Hybrid Fund,2018-05-01,117.4789
Gamma Hybrid Fund,2018-05-02,116.9857
Gamma Hybrid Fund,2018-05-03,117.0721
Gamma Hybrid Fund,2018-05-04,116.7421
Gamma Hybrid Fund,2018-05-05,117.3596
Gamma Hybrid Fund,2018-05-06,116.618
Gamma Hybrid Fund,2018-05-07,116.3586
Gamma Hybrid Fund,2018-05-08,116.5672
Gamma Hybrid Fund,2018-05-09,117.3699
Gamma Hybrid Fund,2018-05-10,117.357
Gamma Hybrid Fund,2018-05-11,117.0994
Gamma Hybrid Fund,2018-05-12,118.06
Gamma Hybrid Fund,2018-05-13,117.356
Gamma Hybrid Fund,2018-05-14,116.2766
Gamma Hybrid Fund,2018-05-15,116.5166
Gamma Hybrid Fund,2018-05-16,116.2856
Gamma Hybrid Fund,2018-05-17,115.795
Gamma Hybrid Fund,2018-05-18,116.1692
Gamma Hybrid Fund,2018-05-19,116.3111
Gamma Hybrid Fund,2018-05-20,116.049
Gamma Hybrid Fund,2018-05-21,115.4289
Gamma Hybrid Fund,2018-05-22,115.8851
Gamma Hybrid Fund,2018-05-23,116.2302
Gamma Hybrid Fund,2018-05-24,116.2006
Gamma Hybrid Fund,2018-05-25,117.1439
Gamma Hybrid Fund,2018-05-26,116.6289
Gamma Hybrid Fund,2018-05-27,115.8861
Gamma Hybrid Fund,2018-05-28,115.5602
Gamma Hybrid Fund,2018-05-29,115.5574
Gamma Hybrid Fund,2018-05-30,115.699
Gamma Hybrid Fund,2018-05-31,115.5984
Gamma Hybrid Fund,2018-06-01,115.7945
Gamma Hybrid Fund,2018-06-02,115.1887
Gamma Hybrid Fund,2018-06-03,115.9306
Gamma Hybrid Fund,2018-06-04,115.9095
Gamma Hybrid Fund,2018-06-05,116.4881
Gamma Hybrid Fund,2018-06-06,116.6795
Gamma Hybrid Fund,2018-06-07,116.9279
Gamma Hybrid Fund,2018-06-08,117.2328
Gamma Hybrid Fund,2018-06-09,117.4766
Gamma Hybrid Fund,2018-06-10,117.818
Gamma Hybrid Fund,2018-06-11,118.5026
Gamma Hybrid Fund,2018-06-12,118.6208
Gamma Hybrid Fund,2018-06-13,118.9953
Gamma Hybrid Fund,2018-06-14,118.9704
Gamma Hybrid Fund,2018-06-15,119.7105
Gamma Hybrid Fund,2018-06-16,119.3923
Gamma Hybrid Fund,2018-06-17,120.3128
Gamma Hybrid Fund,2018-06-18,120.3127
Gamma Hybrid Fund,2018-06-19,119.6173
Gamma Hybrid Fund,2018-06-20,119.7014
Gamma Hybrid Fund,2018-06-21,119.3808
Gamma Hybrid Fund,2018-06-22,119.8212
Gamma Hybrid Fund,2018-06-23,119.5149
Gamma Hybrid Fund,2018-06-24,119.3118
Gamma Hybrid Fund,2018-06-25,118.387
Gamma Hybrid Fund,2018-06-26,118.1808
Gamma Hybrid Fund,2018-06-27,116.9889
Gamma Hybrid Fund,2018-06-28,116.2169
Gamma Hybrid Fund,2018-06-29,116.6172
Gamma Hybrid Fund,2018-06-30,117.0301
Gamma Hybrid Fund,2018-07-01,117.2628
Gamma Hybrid Fund,2018-07-02,116.7993
Gamma Hybrid Fund,2018-07-03,116.7954
Gamma Hybrid Fund,2018-07-04,116.8136
Gamma Hybrid Fund,2018-07-05,116.2545
Gamma Hybrid Fund,2018-07-06,117.0262
Gamma Hybrid Fund,2018-07-07,117.4848
Gamma Hybrid Fund,2018-07-08,117.3944
Gamma Hybrid Fund,2018-07-09,117.4278
Gamma Hybrid Fund,2018-07-10,117.552
Gamma Hybrid Fund,2018-07-11,116.5511
Gamma Hybrid Fund,2018-07-12,116.4475
Gamma Hybrid Fund,2018-07-13,116.1265
Gamma Hybrid Fund,2018-07-14,115.6457
Gamma Hybrid Fund,2018-07-15,115.5252
Gamma Hybrid Fund,2018-07-16,116.444
Gamma Hybrid Fund,2018-07-17,116.7844
Gamma Hybrid Fund,2018-07-18,116.5189
Gamma Hybrid Fund,2018-07-19,116.8251
Gamma Hybrid Fund,2018-07-20,117.5448
Gamma Hybrid Fund,2018-07-21,118.0271
Gamma Hybrid Fund,2018-07-22,118.077
Gamma Hybrid Fund,2018-07-23,117.7735
Gamma Hybrid Fund,2018-07-24,118.1426
Gamma Hybrid Fund,2018-07-25,118.3593
Gamma Hybrid Fund,2018-07-26,118.8269
Gamma Hybrid Fund,2018-07-27,119.1645
Gamma Hybrid Fund,2018-07-28,119.7093
Gamma Hybrid Fund,2018-07-29,119.4617
Gamma Hybrid Fund,2018-07-30,120.1404
Gamma Hybrid Fund,2018-07-31,120.2592
Gamma Hybrid Fund,2018-08-01,121.3168
Gamma Hybrid Fund,2018-08-02,120.9922
Gamma Hybrid Fund,2018-08-03,121.8802
Gamma Hybrid Fund,2018-08-04,121.9992
Gamma Hybrid Fund,2018-08-05,121.6934
Gamma Hybrid Fund,2018-08-06,121.4715
Gamma Hybrid Fund,2018-08-07,121.3313
Gamma Hybrid Fund,2018-08-08,121.5634
Gamma Hybrid Fund,2018-08-09,121.8448
Gamma Hybrid Fund,2018-08-10,121.578
Gamma Hybrid Fund,2018-08-11,121.5858
Gamma Hybrid Fund,2018-08-12,122.6769
Gamma Hybrid Fund,2018-08-13,123.5607
Gamma Hybrid Fund,2018-08-14,123.7989
Gamma Hybrid Fund,2018-08-15,123.8379
Gamma Hybrid Fund,2018-08-16,123.9179
Gamma Hybrid Fund,2018-08-17,124.2446
Gamma Hybrid Fund,2018-08-18,123.7532
Gamma Hybrid Fund,2018-08-19,123.6446
Gamma Hybrid Fund,2018-08-20,122.8303
Gamma Hybrid Fund,2018-08-21,123.0499
Gamma Hybrid Fund,2018-08-22,123.3935
Gamma Hybrid Fund,2018-08-23,123.1719
Gamma Hybrid Fund,2018-08-24,123.9789
Gamma Hybrid Fund,2018-08-25,123.386
Gamma Hybrid Fund,2018-08-26,122.6738
Gamma Hybrid Fund,2018-08-27,122.806
Gamma Hybrid Fund,2018-08-28,123.3496
Gamma Hybrid Fund,2018-08-29,124.2115
Gamma Hybrid Fund,2018-08-30,124.0021
Gamma Hybrid Fund,2018-08-31,124.5614
Gamma Hybrid Fund,2018-09-01,124.5622
Gamma Hybrid Fund,2018-09-02,124.4959
Gamma Hybrid Fund,2018-09-03,124.9577
Gamma Hybrid Fund,2018-09-04,125.3039
Gamma Hybrid Fund,2018-09-05,124.5357
Gamma Hybrid Fund,2018-09-06,125.2939
Gamma Hybrid Fund,2018-09-07,126.004
Gamma Hybrid Fund,2018-09-08,125.7112
Gamma Hybrid Fund,2018-09-09,125.9291
Gamma Hybrid Fund,2018-09-10,126.1961
Gamma Hybrid Fund,2018-09-11,126.3465
Gamma Hybrid Fund,2018-09-12,126.0913
Gamma Hybrid Fund,2018-09-13,125.7755
Gamma Hybrid Fund,2018-09-14,125.7827
Gamma Hybrid Fund,2018-09-15,126.3891
Gamma Hybrid Fund,2018-09-16,126.6809
Gamma Hybrid Fund,2018-09-17,126.5156
Gamma Hybrid Fund,2018-09-18,126.9214
Gamma Hybrid Fund,2018-09-19,125.5172
Gamma Hybrid Fund,2018-09-20,126.1115
Gamma Hybrid Fund,2018-09-21,125.2617
Gamma Hybrid Fund,2018-09-22,125.1005
Gamma Hybrid Fund,2018-09-23,124.5606
Gamma Hybrid Fund,2018-09-24,123.9333
Gamma Hybrid Fund,2018-09-25,124.5337
Gamma Hybrid Fund,2018-09-26,124.3198
Gamma Hybrid Fund,2018-09-27,124.5131
Gamma Hybrid Fund,2018-09-28,124.5096
Gamma Hybrid Fund,2018-09-29,124.7682
Gamma Hybrid Fund,2018-09-30,124.8266
Gamma Hybrid Fund,2018-10-01,124.2051
Gamma Hybrid Fund,2018-10-02,124.7232
Gamma Hybrid Fund,2018-10-03,124.4963
Gamma Hybrid Fund,2018-10-04,123.738
Gamma Hybrid Fund,2018-10-05,123.544
Gamma Hybrid Fund,2018-10-06,124.3144
Gamma Hybrid Fund,2018-10-07,124.7595
Gamma Hybrid Fund,2018-10-08,124.6051
Gamma Hybrid Fund,2018-10-09,124.4505
Gamma Hybrid Fund,2018-10-10,124.3097
Gamma Hybrid Fund,2018-10-11,125.3681
Gamma Hybrid Fund,2018-10-12,125.579
Gamma Hybrid Fund,2018-10-13,125.8141
Gamma Hybrid Fund,2018-10-14,126.3492
Gamma Hybrid Fund,2018-10-15,126.4886
Gamma Hybrid Fund,2018-10-16,126.3791
Gamma Hybrid Fund,2018-10-17,126.3009
Gamma Hybrid Fund,2018-10-18,126.2851
Gamma Hybrid Fund,2018-10-19,126.2865
Gamma Hybrid Fund,2018-10-20,126.6703
Gamma Hybrid Fund,2018-10-21,126.7163
Gamma Hybrid Fund,2018-10-22,127.1026
Gamma Hybrid Fund,2018-10-23,127.0822
Gamma Hybrid Fund,2018-10-24,127.1416
Gamma Hybrid Fund,2018-10-25,126.1625
Gamma Hybrid Fund,2018-10-26,126.6406
Gamma Hybrid Fund,2018-10-27,126.8339
Gamma Hybrid Fund,2018-10-28,127.3529
Gamma Hybrid Fund,2018-10-29,125.9247
Gamma Hybrid Fund,2018-10-30,126.9889
Gamma Hybrid Fund,2018-10-31,126.9391
Gamma Hybrid Fund,2018-11-01,127.5132
Gamma Hybrid Fund,2018-11-02,127.0133
Gamma Hybrid Fund,2018-11-03,127.3397
Gamma Hybrid Fund,2018-11-04,126.833
Gamma Hybrid Fund,2018-11-05,126.5411
Gamma Hybrid Fund,2018-11-06,127.5181
Gamma Hybrid Fund,2018-11-07,127.4427
Gamma Hybrid Fund,2018-11-08,127.5715
Gamma Hybrid Fund,2018-11-09,128.0265
Gamma Hybrid Fund,2018-11-10,128.2943
Gamma Hybrid Fund,2018-11-11,128.3895
Gamma Hybrid Fund,2018-11-12,128.592
Gamma Hybrid Fund,2018-11-13,129.8137
Gamma Hybrid Fund,2018-11-14,129.8049
Gamma Hybrid Fund,2018-11-15,129.9255
Gamma Hybrid Fund,2018-11-16,130.4708
Gamma Hybrid Fund,2018-11-17,131.0436
Gamma Hybrid Fund,2018-11-18,131.6571
Gamma Hybrid Fund,2018-11-19,131.9964
Gamma Hybrid Fund,2018-11-20,131.4449
Gamma Hybrid Fund,2018-11-21,132.2817
Gamma Hybrid Fund,2018-11-22,131.7285
Gamma Hybrid Fund,2018-11-23,131.8998
Gamma Hybrid Fund,2018-11-24,131.5427
Gamma Hybrid Fund,2018-11-25,131.5306
Gamma Hybrid Fund,2018-11-26,131.715
Gamma Hybrid Fund,2018-11-27,131.8957
Gamma Hybrid Fund,2018-11-28,132.1266
Gamma Hybrid Fund,2018-11-29,132.9535
Gamma Hybrid Fund,2018-11-30,133.2002
Gamma Hybrid Fund,2018-12-01,133.0982
Gamma Hybrid Fund,2018-12-02,133.6002
Gamma Hybrid Fund,2018-12-03,134.2149
Gamma Hybrid Fund,2018-12-04,133.6211
Gamma Hybrid Fund,2018-12-05,133.9398
Gamma Hybrid Fund,2018-12-06,134.3104
Gamma Hybrid Fund,2018-12-07,134.1816
Gamma Hybrid Fund,2018-12-08,134.8895
Gamma Hybrid Fund,2018-12-09,134.8345
Gamma Hybrid Fund,2018-12-10,134.9173
Gamma Hybrid Fund,2018-12-11,134.8507
Gamma Hybrid Fund,2018-12-12,134.8785
Gamma Hybrid Fund,2018-12-13,134.3504
Gamma Hybrid Fund,2018-12-14,133.6503
Gamma Hybrid Fund,2018-12-15,134.4676
Gamma Hybrid Fund,2018-12-16,134.0641
Gamma Hybrid Fund,2018-12-17,133.5884
Gamma Hybrid Fund,2018-12-18,132.5317
Gamma Hybrid Fund,2018-12-19,132.2322
Gamma Hybrid Fund,2018-12-20,131.5907
Gamma Hybrid Fund,2018-12-21,132.4317
Gamma Hybrid Fund,2018-12-22,132.9566
Gamma Hybrid Fund,2018-12-23,132.6325
Gamma Hybrid Fund,2018-12-24,133.7788
Gamma Hybrid Fund,2018-12-25,134.2896
Gamma Hybrid Fund,2018-12-26,134.1472
Gamma Hybrid Fund,2018-12-27,132.9175
Gamma Hybrid Fund,2018-12-28,134.083
Gamma Hybrid Fund,2018-12-29,133.4082
Gamma Hybrid Fund,2018-12-30,132.6055
Gamma Hybrid Fund,2018-12-31,133.1368
Gamma Hybrid Fund,2019-01-01,134.3767
Gamma Hybrid Fund,2019-01-02,135.0888
Gamma Hybrid Fund,2019-01-03,135.3908
Gamma Hybrid Fund,2019-01-04,135.7081
Gamma Hybrid Fund,2019-01-05,136.1548
Gamma Hybrid Fund,2019-01-06,136.5543
Gamma Hybrid Fund,2019-01-07,136.7149
Gamma Hybrid Fund,2019-01-08,136.787
Gamma Hybrid Fund,2019-01-09,136.7757
Gamma Hybrid Fund,2019-01-10,136.4187
Gamma Hybrid Fund,2019-01-11,136.2984
Gamma Hybrid Fund,2019-01-12,135.4719
Gamma Hybrid Fund,2019-01-13,135.4427
Gamma Hybrid Fund,2019-01-14,134.9684
Gamma Hybrid Fund,2019-01-15,134.4366
Gamma Hybrid Fund,2019-01-16,134.5466
Gamma Hybrid Fund,2019-01-17,135.2626
Gamma Hybrid Fund,2019-01-18,135.7418
Gamma Hybrid Fund,2019-01-19,134.9765
Gamma Hybrid Fund,2019-01-20,134.5017
Gamma Hybrid Fund,2019-01-21,134.9921
Gamma Hybrid Fund,2019-01-22,134.5208
Gamma Hybrid Fund,2019-01-23,134.4285
Gamma Hybrid Fund,2019-01-24,134.7235
Gamma Hybrid Fund,2019-01-25,134.2594
Gamma Hybrid Fund,2019-01-26,134.3321
Gamma Hybrid Fund,2019-01-27,133.685
Gamma Hybrid Fund,2019-01-28,133.4044
Gamma Hybrid Fund,2019-01-29,133.5843
Gamma Hybrid Fund,2019-01-30,132.8078
Gamma Hybrid Fund,2019-01-31,133.048
Gamma Hybrid Fund,2019-02-01,133.0582
Gamma Hybrid Fund,2019-02-02,133.3544
Gamma Hybrid Fund,2019-02-03,133.4864
Gamma Hybrid Fund,2019-02-04,134.1884
Delta Smallcap Fund,2018-01-01,100.0826
Delta Smallcap Fund,2018-01-02,99.8879
